source,prediction,detector,native,model,id
Human,Human,OriginalityAI,No,Human,62
AI,AI,Sapling,NA,GPT4,449
Human,Human,Crossplag,No,Human,327
AI,AI,Sapling,NA,GPT4,712
AI,Human,Sapling,NA,GPT3,576
Human,AI,Sapling,No,Human,310
Human,Human,GPTZero,Yes,Human,180
AI,Human,GPTZero,NA,GPT3,573
Human,Human,Sapling,Yes,Human,218
AI,Human,GPTZero,NA,GPT4,339
Human,Human,ZeroGPT,Yes,Human,788
AI,Human,HFOpenAI,NA,GPT4,720
AI,Human,OriginalityAI,NA,GPT4,622
AI,Human,ZeroGPT,NA,GPT4,197
Human,AI,GPTZero,No,Human,334
AI,Human,OriginalityAI,NA,GPT3,671
AI,Human,Quil,NA,GPT4,287
AI,Human,Crossplag,NA,GPT4,514
Human,Human,ZeroGPT,Yes,Human,833
Human,Human,GPTZero,Yes,Human,821
AI,AI,Sapling,NA,GPT3,701
Human,Human,Crossplag,Yes,Human,336
AI,Human,ZeroGPT,NA,GPT3,15
AI,Human,Crossplag,NA,GPT3,464
AI,Human,Crossplag,NA,GPT3,6
AI,Human,Crossplag,NA,GPT4,611
AI,Human,Sapling,NA,GPT3,20
Human,Human,ZeroGPT,Yes,Human,747
AI,Human,HFOpenAI,NA,GPT4,517
Human,Human,ZeroGPT,Yes,Human,243
AI,Human,ZeroGPT,NA,GPT3,444
AI,AI,Quil,NA,GPT3,907
AI,AI,Crossplag,NA,GPT4,449
Human,Human,Quil,Yes,Human,195
Human,Human,GPTZero,Yes,Human,150
Human,Human,HFOpenAI,Yes,Human,240
AI,Human,ZeroGPT,NA,GPT4,57
Human,Human,Crossplag,Yes,Human,799
Human,Human,Crossplag,Yes,Human,888
AI,Human,HFOpenAI,NA,GPT3,588
AI,AI,Sapling,NA,GPT3,14
Human,AI,Crossplag,No,Human,534
Human,Human,GPTZero,Yes,Human,739
Human,Human,Quil,Yes,Human,44
AI,Human,HFOpenAI,NA,GPT4,56
Human,Human,ZeroGPT,No,Human,310
Human,Human,HFOpenAI,No,Human,274
Human,Human,OriginalityAI,Yes,Human,164
AI,Human,Crossplag,NA,GPT3,13
AI,Human,OriginalityAI,NA,GPT3,905
Human,Human,OriginalityAI,Yes,Human,834
AI,Human,HFOpenAI,NA,GPT3,569
AI,Human,OriginalityAI,NA,GPT4,547
AI,Human,HFOpenAI,NA,GPT4,673
AI,AI,Sapling,NA,GPT3,575
Human,Human,GPTZero,No,Human,215
AI,Human,Quil,NA,GPT4,355
AI,Human,HFOpenAI,NA,GPT4,341
Human,AI,Sapling,No,Human,910
AI,Human,GPTZero,NA,GPT4,319
Human,Human,HFOpenAI,Yes,Human,125
Human,Human,OriginalityAI,Yes,Human,362
AI,Human,GPTZero,NA,GPT4,714
AI,Human,Crossplag,NA,GPT4,355
AI,Human,Sapling,NA,GPT4,677
Human,Human,Quil,Yes,Human,362
AI,Human,OriginalityAI,NA,GPT4,248
AI,AI,ZeroGPT,NA,GPT4,321
Human,AI,Sapling,No,Human,910
Human,Human,ZeroGPT,Yes,Human,472
Human,Human,Quil,Yes,Human,112
Human,Human,HFOpenAI,Yes,Human,445
AI,Human,OriginalityAI,NA,GPT3,692
AI,Human,Crossplag,NA,GPT4,248
AI,Human,Quil,NA,GPT3,524
Human,Human,Crossplag,Yes,Human,82
AI,Human,Sapling,NA,GPT4,553
AI,Human,OriginalityAI,NA,GPT4,608
AI,Human,HFOpenAI,NA,GPT4,85
AI,Human,ZeroGPT,NA,GPT4,492
Human,AI,OriginalityAI,No,Human,302
Human,Human,HFOpenAI,Yes,Human,184
AI,AI,Sapling,NA,GPT4,394
AI,Human,Crossplag,NA,GPT4,613
Human,Human,Crossplag,No,Human,884
AI,Human,HFOpenAI,NA,GPT3,474
Human,Human,ZeroGPT,Yes,Human,764
AI,Human,OriginalityAI,NA,GPT3,221
AI,Human,ZeroGPT,NA,GPT3,584
AI,Human,ZeroGPT,NA,GPT3,69
AI,Human,GPTZero,NA,GPT3,58
AI,AI,Crossplag,NA,GPT3,535
AI,AI,OriginalityAI,NA,GPT4,163
AI,AI,HFOpenAI,NA,GPT3,640
Human,Human,ZeroGPT,Yes,Human,396
AI,AI,ZeroGPT,NA,GPT3,906
AI,Human,Sapling,NA,GPT4,255
AI,AI,Crossplag,NA,GPT3,701
AI,Human,Quil,NA,GPT4,664
AI,AI,HFOpenAI,NA,GPT4,137
AI,AI,HFOpenAI,NA,GPT4,318
Human,Human,Crossplag,Yes,Human,98
Human,Human,Crossplag,Yes,Human,456
AI,Human,GPTZero,NA,GPT3,18
AI,Human,HFOpenAI,NA,GPT4,392
AI,Human,HFOpenAI,NA,GPT4,100
Human,AI,OriginalityAI,No,Human,910
AI,Human,OriginalityAI,NA,GPT3,684
AI,AI,ZeroGPT,NA,GPT3,204
Human,AI,Sapling,No,Human,545
Human,Human,GPTZero,Yes,Human,402
AI,Human,Quil,NA,GPT4,81
AI,AI,HFOpenAI,NA,GPT4,199
Human,AI,Quil,No,Human,306
AI,AI,ZeroGPT,NA,GPT4,126
Human,Human,ZeroGPT,Yes,Human,887
AI,Human,Sapling,NA,GPT4,410
Human,Human,Quil,Yes,Human,218
AI,AI,OriginalityAI,NA,GPT3,627
Human,Human,Crossplag,Yes,Human,850
AI,Human,GPTZero,NA,GPT4,272
AI,AI,Sapling,NA,GPT4,330
AI,Human,HFOpenAI,NA,GPT4,379
Human,Human,HFOpenAI,Yes,Human,741
Human,Human,GPTZero,Yes,Human,768
Human,Human,HFOpenAI,Yes,Human,871
AI,Human,ZeroGPT,NA,GPT4,557
AI,Human,GPTZero,NA,GPT4,298
Human,Human,OriginalityAI,Yes,Human,165
AI,Human,Quil,NA,GPT3,474
AI,Human,HFOpenAI,NA,GPT4,643
AI,Human,Crossplag,NA,GPT4,894
AI,Human,GPTZero,NA,GPT4,271
AI,Human,GPTZero,NA,GPT4,437
AI,AI,Crossplag,NA,GPT3,10
Human,Human,Crossplag,Yes,Human,853
AI,AI,GPTZero,NA,GPT4,250
Human,Human,Crossplag,Yes,Human,548
AI,Human,Sapling,NA,GPT4,404
Human,Human,Sapling,Yes,Human,188
Human,Human,GPTZero,Yes,Human,823
AI,Human,Crossplag,NA,GPT3,906
Human,Human,HFOpenAI,Yes,Human,111
AI,AI,GPTZero,NA,GPT4,321
Human,AI,Quil,No,Human,196
Human,Human,Quil,Yes,Human,148
AI,Human,OriginalityAI,NA,GPT4,911
Human,Human,ZeroGPT,Yes,Human,836
AI,Human,HFOpenAI,NA,GPT4,506
AI,Human,Crossplag,NA,GPT4,454
AI,AI,OriginalityAI,NA,GPT3,612
AI,Human,Sapling,NA,GPT3,586
AI,AI,Sapling,NA,GPT4,199
AI,Human,Sapling,NA,GPT4,226
Human,Human,GPTZero,No,Human,910
Human,Human,ZeroGPT,Yes,Human,473
AI,AI,ZeroGPT,NA,GPT3,604
Human,Human,HFOpenAI,Yes,Human,195
AI,AI,HFOpenAI,NA,GPT4,660
AI,AI,Quil,NA,GPT4,679
AI,Human,HFOpenAI,NA,GPT4,229
Human,AI,ZeroGPT,No,Human,351
Human,Human,Quil,No,Human,924
Human,AI,GPTZero,No,Human,332
Human,Human,HFOpenAI,Yes,Human,438
AI,Human,GPTZero,NA,GPT3,676
AI,Human,HFOpenAI,NA,GPT4,911
Human,Human,OriginalityAI,Yes,Human,904
AI,Human,Crossplag,NA,GPT4,695
AI,Human,ZeroGPT,NA,GPT4,308
Human,Human,Sapling,Yes,Human,125
AI,AI,OriginalityAI,NA,GPT4,925
AI,Human,HFOpenAI,NA,GPT3,12
AI,AI,Quil,NA,GPT4,199
AI,AI,OriginalityAI,NA,GPT3,435
AI,Human,Crossplag,NA,GPT4,170
Human,Human,Crossplag,Yes,Human,405
Human,Human,GPTZero,Yes,Human,165
AI,Human,Sapling,NA,GPT4,153
AI,Human,HFOpenAI,NA,GPT4,170
AI,Human,Crossplag,NA,GPT3,12
AI,Human,ZeroGPT,NA,GPT4,105
Human,Human,Sapling,Yes,Human,174
Human,AI,Quil,No,Human,62
AI,Human,GPTZero,NA,GPT4,140
Human,Human,GPTZero,Yes,Human,181
Human,Human,GPTZero,Yes,Human,824
AI,Human,HFOpenAI,NA,GPT4,626
AI,Human,HFOpenAI,NA,GPT4,547
Human,Human,OriginalityAI,Yes,Human,775
AI,Human,HFOpenAI,NA,GPT4,690
Human,Human,GPTZero,Yes,Human,863
Human,Human,OriginalityAI,Yes,Human,757
AI,Human,GPTZero,NA,GPT3,584
AI,Human,ZeroGPT,NA,GPT4,258
AI,Human,Quil,NA,GPT4,716
Human,Human,OriginalityAI,No,Human,323
AI,Human,ZeroGPT,NA,GPT3,524
Human,Human,ZeroGPT,Yes,Human,822
AI,Human,HFOpenAI,NA,GPT4,121
Human,AI,Sapling,No,Human,901
AI,Human,Crossplag,NA,GPT3,384
Human,Human,Crossplag,No,Human,352
Human,AI,ZeroGPT,No,Human,70
Human,Human,OriginalityAI,Yes,Human,407
Human,Human,GPTZero,Yes,Human,758
AI,Human,ZeroGPT,NA,GPT4,912
AI,Human,GPTZero,NA,GPT3,482
Human,AI,OriginalityAI,Yes,Human,737
AI,AI,Quil,NA,GPT3,422
Human,Human,GPTZero,Yes,Human,889
Human,Human,OriginalityAI,Yes,Human,289
Human,Human,OriginalityAI,Yes,Human,763
AI,Human,Sapling,NA,GPT4,555
Human,AI,Crossplag,No,Human,329
Human,Human,Crossplag,Yes,Human,812
AI,AI,OriginalityAI,NA,GPT3,541
AI,Human,Quil,NA,GPT3,22
Human,Human,Sapling,No,Human,259
AI,Human,GPTZero,NA,GPT4,120
Human,Human,HFOpenAI,Yes,Human,877
AI,AI,OriginalityAI,NA,GPT4,198
Human,Human,HFOpenAI,No,Human,75
AI,Human,Crossplag,NA,GPT4,265
Human,AI,Crossplag,Yes,Human,146
AI,Human,Crossplag,NA,GPT3,708
Human,Human,HFOpenAI,Yes,Human,448
AI,AI,Quil,NA,GPT3,416
Human,Human,GPTZero,Yes,Human,79
Human,Human,ZeroGPT,Yes,Human,878
AI,AI,GPTZero,NA,GPT3,892
Human,Human,GPTZero,No,Human,55
Human,Human,OriginalityAI,Yes,Human,791
Human,Human,GPTZero,Yes,Human,881
AI,AI,Quil,NA,GPT4,96
AI,AI,HFOpenAI,NA,GPT3,315
AI,AI,OriginalityAI,NA,GPT4,162
AI,Human,HFOpenAI,NA,GPT4,527
Human,Human,Sapling,Yes,Human,438
AI,AI,Quil,NA,GPT3,494
AI,Human,Crossplag,NA,GPT4,309
AI,Human,Crossplag,NA,GPT4,506
Human,Human,OriginalityAI,Yes,Human,180
Human,AI,Quil,No,Human,544
AI,AI,Crossplag,NA,GPT4,721
Human,Human,ZeroGPT,No,Human,924
AI,Human,Crossplag,NA,GPT4,379
AI,AI,OriginalityAI,NA,GPT3,31
Human,Human,HFOpenAI,Yes,Human,861
AI,Human,HFOpenAI,NA,GPT3,617
AI,AI,Crossplag,NA,GPT3,541
AI,Human,Crossplag,NA,GPT4,481
AI,Human,Crossplag,NA,GPT4,236
Human,Human,Crossplag,Yes,Human,177
AI,Human,HFOpenAI,NA,GPT4,645
AI,Human,GPTZero,NA,GPT4,665
AI,Human,Sapling,NA,GPT3,464
Human,Human,Sapling,Yes,Human,195
AI,Human,ZeroGPT,NA,GPT4,697
AI,AI,Sapling,NA,GPT3,462
Human,Human,Crossplag,Yes,Human,809
AI,Human,GPTZero,NA,GPT4,699
AI,AI,Sapling,NA,GPT4,83
AI,AI,OriginalityAI,NA,GPT4,696
AI,Human,GPTZero,NA,GPT4,317
Human,AI,Quil,No,Human,263
AI,Human,GPTZero,NA,GPT4,481
Human,Human,Sapling,Yes,Human,210
AI,AI,OriginalityAI,NA,GPT4,138
AI,Human,Crossplag,NA,GPT3,524
AI,Human,OriginalityAI,NA,GPT4,613
AI,Human,GPTZero,NA,GPT4,404
AI,Human,ZeroGPT,NA,GPT4,376
Human,Human,HFOpenAI,Yes,Human,50
AI,AI,GPTZero,NA,GPT4,138
AI,AI,Sapling,NA,GPT3,670
Human,Human,GPTZero,Yes,Human,188
Human,Human,Crossplag,Yes,Human,752
AI,Human,Sapling,NA,GPT4,709
AI,Human,Sapling,NA,GPT4,616
AI,AI,Crossplag,NA,GPT4,250
AI,AI,HFOpenAI,NA,GPT4,53
AI,Human,Crossplag,NA,GPT4,674
AI,Human,Crossplag,NA,GPT3,587
AI,AI,OriginalityAI,NA,GPT3,21
AI,Human,Crossplag,NA,GPT4,558
Human,Human,OriginalityAI,Yes,Human,916
Human,Human,OriginalityAI,Yes,Human,875
Human,AI,Quil,No,Human,55
AI,AI,Sapling,NA,GPT3,615
Human,Human,HFOpenAI,No,Human,76
AI,AI,Quil,NA,GPT4,644
AI,Human,GPTZero,NA,GPT4,255
AI,AI,ZeroGPT,NA,GPT4,102
Human,Human,ZeroGPT,Yes,Human,86
Human,Human,GPTZero,Yes,Human,825
Human,AI,HFOpenAI,No,Human,216
Human,AI,GPTZero,No,Human,544
Human,Human,GPTZero,Yes,Human,795
Human,Human,HFOpenAI,Yes,Human,842
Human,Human,Sapling,Yes,Human,395
AI,Human,OriginalityAI,NA,GPT3,610
AI,Human,Crossplag,NA,GPT4,305
AI,Human,Sapling,NA,GPT4,208
Human,AI,ZeroGPT,No,Human,350
AI,Human,OriginalityAI,NA,GPT3,565
Human,Human,HFOpenAI,Yes,Human,237
Human,Human,HFOpenAI,Yes,Human,218
Human,Human,Sapling,Yes,Human,101
AI,Human,ZeroGPT,NA,GPT4,477
Human,Human,GPTZero,Yes,Human,770
Human,Human,Sapling,Yes,Human,47
AI,Human,GPTZero,NA,GPT4,265
AI,Human,HFOpenAI,NA,GPT4,255
Human,Human,OriginalityAI,No,Human,900
AI,Human,Quil,NA,GPT4,680
AI,Human,ZeroGPT,NA,GPT3,684
AI,AI,ZeroGPT,NA,GPT4,238
AI,Human,HFOpenAI,NA,GPT4,677
Human,Human,OriginalityAI,Yes,Human,802
Human,AI,Crossplag,No,Human,403
AI,Human,GPTZero,NA,GPT4,645
AI,Human,OriginalityAI,NA,GPT4,645
AI,AI,Quil,NA,GPT3,442
Human,Human,Sapling,Yes,Human,889
Human,Human,GPTZero,Yes,Human,812
AI,Human,ZeroGPT,NA,GPT4,496
AI,Human,Sapling,NA,GPT4,674
AI,Human,Sapling,NA,GPT4,582
AI,Human,Quil,NA,GPT4,303
Human,Human,GPTZero,No,Human,460
Human,Human,Crossplag,Yes,Human,771
AI,Human,HFOpenAI,NA,GPT3,630
Human,Human,OriginalityAI,Yes,Human,290
AI,Human,Sapling,NA,GPT4,581
AI,Human,Crossplag,NA,GPT4,372
Human,Human,Crossplag,Yes,Human,117
AI,Human,Sapling,NA,GPT4,258
AI,Human,OriginalityAI,NA,GPT4,451
Human,Human,Quil,Yes,Human,180
AI,Human,Crossplag,NA,GPT4,253
AI,Human,ZeroGPT,NA,GPT3,63
AI,AI,Quil,NA,GPT3,15
AI,Human,GPTZero,NA,GPT4,653
Human,Human,ZeroGPT,Yes,Human,783
AI,Human,HFOpenAI,NA,GPT4,443
AI,AI,ZeroGPT,NA,GPT4,114
AI,Human,HFOpenAI,NA,GPT4,681
Human,Human,ZeroGPT,Yes,Human,889
AI,AI,Sapling,NA,GPT3,478
Human,AI,Crossplag,No,Human,249
AI,Human,Crossplag,NA,GPT3,23
AI,AI,Sapling,NA,GPT4,367
Human,Human,GPTZero,Yes,Human,904
AI,Human,Sapling,NA,GPT4,113
AI,Human,GPTZero,NA,GPT4,308
AI,AI,OriginalityAI,NA,GPT4,56
Human,Human,OriginalityAI,Yes,Human,887
AI,AI,Sapling,NA,GPT3,16
Human,AI,Sapling,No,Human,264
AI,Human,Sapling,NA,GPT4,282
AI,AI,Sapling,NA,GPT3,637
Human,AI,Sapling,No,Human,249
Human,Human,Sapling,Yes,Human,46
AI,Human,ZeroGPT,NA,GPT4,914
Human,Human,GPTZero,Yes,Human,549
AI,Human,ZeroGPT,NA,GPT4,109
Human,AI,Quil,No,Human,495
AI,Human,Crossplag,NA,GPT3,474
AI,AI,HFOpenAI,NA,GPT3,416
AI,Human,GPTZero,NA,GPT4,707
AI,Human,Crossplag,NA,GPT4,321
AI,AI,OriginalityAI,NA,GPT4,251
Human,Human,ZeroGPT,Yes,Human,762
Human,Human,GPTZero,No,Human,542
AI,Human,OriginalityAI,NA,GPT4,404
AI,Human,HFOpenAI,NA,GPT4,488
AI,Human,OriginalityAI,NA,GPT3,732
Human,Human,Sapling,Yes,Human,281
Human,Human,GPTZero,Yes,Human,779
Human,Human,HFOpenAI,Yes,Human,864
AI,Human,Quil,NA,GPT4,500
AI,Human,Quil,NA,GPT3,704
AI,Human,HFOpenAI,NA,GPT3,63
Human,AI,Quil,Yes,Human,190
AI,Human,GPTZero,NA,GPT4,95
Human,Human,HFOpenAI,Yes,Human,224
Human,AI,Crossplag,No,Human,216
AI,Human,OriginalityAI,NA,GPT4,255
Human,AI,Quil,No,Human,307
Human,Human,HFOpenAI,Yes,Human,766
AI,Human,OriginalityAI,NA,GPT3,662
AI,Human,Crossplag,NA,GPT4,624
AI,Human,Sapling,NA,GPT4,707
Human,Human,GPTZero,Yes,Human,424
Human,Human,Crossplag,Yes,Human,792
AI,Human,Crossplag,NA,GPT3,627
Human,Human,HFOpenAI,Yes,Human,101
AI,Human,Quil,NA,GPT4,667
AI,Human,Sapling,NA,GPT4,559
AI,AI,HFOpenAI,NA,GPT4,553
Human,Human,GPTZero,Yes,Human,417
Human,Human,OriginalityAI,Yes,Human,753
Human,Human,GPTZero,Yes,Human,737
AI,Human,OriginalityAI,NA,GPT3,383
Human,Human,ZeroGPT,Yes,Human,146
Human,Human,GPTZero,Yes,Human,858
AI,Human,ZeroGPT,NA,GPT4,254
AI,Human,Sapling,NA,GPT4,279
Human,Human,ZeroGPT,Yes,Human,832
AI,Human,ZeroGPT,NA,GPT3,689
AI,AI,Quil,NA,GPT4,921
Human,Human,Quil,Yes,Human,219
AI,AI,Crossplag,NA,GPT4,251
AI,Human,OriginalityAI,NA,GPT4,711
AI,AI,HFOpenAI,NA,GPT3,687
AI,Human,Sapling,NA,GPT4,698
AI,Human,HFOpenAI,NA,GPT3,6
AI,Human,HFOpenAI,NA,GPT4,560
Human,Human,ZeroGPT,Yes,Human,913
Human,AI,HFOpenAI,No,Human,377
Human,Human,ZeroGPT,No,Human,460
Human,Human,ZeroGPT,Yes,Human,791
Human,Human,Sapling,No,Human,293
AI,AI,Quil,NA,GPT4,250
Human,Human,Crossplag,Yes,Human,926
Human,Human,HFOpenAI,Yes,Human,902
Human,Human,Sapling,No,Human,216
AI,AI,OriginalityAI,NA,GPT4,152
AI,Human,Quil,NA,GPT4,437
AI,AI,Sapling,NA,GPT3,580
AI,Human,OriginalityAI,NA,GPT3,512
AI,Human,Sapling,NA,GPT4,401
AI,Human,HFOpenAI,NA,GPT3,1
Human,AI,OriginalityAI,No,Human,377
Human,Human,GPTZero,Yes,Human,811
AI,Human,Quil,NA,GPT3,383
AI,Human,Sapling,NA,GPT3,3
AI,Human,ZeroGPT,NA,GPT4,341
AI,AI,Sapling,NA,GPT4,137
Human,Human,OriginalityAI,Yes,Human,808
Human,Human,Quil,Yes,Human,391
AI,AI,Quil,NA,GPT3,452
AI,Human,GPTZero,NA,GPT4,401
AI,AI,GPTZero,NA,GPT3,730
Human,Human,Quil,Yes,Human,904
Human,Human,OriginalityAI,Yes,Human,446
Human,Human,ZeroGPT,No,Human,377
Human,Human,OriginalityAI,Yes,Human,806
Human,AI,GPTZero,No,Human,280
AI,Human,GPTZero,NA,GPT3,571
AI,AI,Quil,NA,GPT3,628
AI,Human,OriginalityAI,NA,GPT4,643
AI,Human,Crossplag,NA,GPT3,452
AI,Human,Crossplag,NA,GPT3,638
Human,Human,OriginalityAI,Yes,Human,794
Human,Human,ZeroGPT,Yes,Human,192
AI,Human,GPTZero,NA,GPT4,166
AI,Human,GPTZero,NA,GPT3,409
Human,AI,Quil,Yes,Human,241
Human,AI,Sapling,No,Human,278
AI,Human,Sapling,NA,GPT3,896
Human,Human,GPTZero,Yes,Human,867
Human,Human,Sapling,Yes,Human,224
AI,Human,Crossplag,NA,GPT4,57
Human,Human,GPTZero,Yes,Human,281
AI,Human,Crossplag,NA,GPT4,316
AI,Human,ZeroGPT,NA,GPT4,471
AI,Human,GPTZero,NA,GPT4,698
AI,AI,OriginalityAI,NA,GPT4,321
AI,AI,HFOpenAI,NA,GPT3,452
AI,AI,Quil,NA,GPT4,697
AI,Human,HFOpenAI,NA,GPT4,291
AI,AI,GPTZero,NA,GPT3,566
AI,Human,HFOpenAI,NA,GPT4,155
AI,Human,GPTZero,NA,GPT4,488
AI,Human,Crossplag,NA,GPT4,498
AI,Human,GPTZero,NA,GPT4,480
Human,Human,Crossplag,Yes,Human,269
AI,Human,HFOpenAI,NA,GPT4,355
AI,AI,Quil,NA,GPT3,65
Human,Human,Crossplag,Yes,Human,869
AI,Human,HFOpenAI,NA,GPT4,912
Human,Human,Sapling,Yes,Human,886
Human,AI,HFOpenAI,No,Human,349
AI,Human,Quil,NA,GPT3,40
AI,AI,Crossplag,NA,GPT4,90
Human,AI,OriginalityAI,No,Human,342
Human,Human,OriginalityAI,Yes,Human,863
AI,Human,Sapling,NA,GPT4,397
AI,Human,OriginalityAI,NA,GPT3,524
AI,Human,GPTZero,NA,GPT4,621
Human,Human,ZeroGPT,Yes,Human,812
AI,Human,ZeroGPT,NA,GPT4,582
AI,Human,Quil,NA,GPT4,208
AI,AI,GPTZero,NA,GPT3,442
Human,Human,Crossplag,No,Human,333
AI,AI,OriginalityAI,NA,GPT4,360
Human,Human,ZeroGPT,Yes,Human,466
AI,AI,OriginalityAI,NA,GPT3,569
Human,Human,GPTZero,Yes,Human,751
AI,AI,GPTZero,NA,GPT3,891
AI,AI,Quil,NA,GPT4,254
Human,Human,GPTZero,Yes,Human,128
AI,Human,Crossplag,NA,GPT4,239
Human,AI,GPTZero,No,Human,293
AI,Human,Quil,NA,GPT4,248
Human,Human,Quil,Yes,Human,107
Human,Human,HFOpenAI,No,Human,490
Human,Human,Crossplag,No,Human,450
Human,Human,HFOpenAI,No,Human,259
AI,AI,ZeroGPT,NA,GPT3,494
Human,Human,Crossplag,Yes,Human,413
AI,Human,ZeroGPT,NA,GPT3,68
Human,Human,ZeroGPT,Yes,Human,737
AI,Human,ZeroGPT,NA,GPT3,1
AI,Human,Quil,NA,GPT4,463
AI,Human,Sapling,NA,GPT4,603
Human,Human,ZeroGPT,Yes,Human,190
AI,AI,ZeroGPT,NA,GPT3,627
Human,Human,Quil,Yes,Human,132
AI,AI,Sapling,NA,GPT3,585
Human,Human,OriginalityAI,Yes,Human,98
Human,Human,HFOpenAI,Yes,Human,219
AI,Human,Crossplag,NA,GPT3,575
AI,Human,ZeroGPT,NA,GPT4,503
AI,AI,Crossplag,NA,GPT3,435
AI,AI,Quil,NA,GPT3,684
Human,Human,Crossplag,Yes,Human,125
AI,AI,Quil,NA,GPT4,87
Human,Human,ZeroGPT,Yes,Human,772
AI,AI,HFOpenAI,NA,GPT4,233
AI,Human,Quil,NA,GPT4,505
Human,Human,Sapling,Yes,Human,98
Human,Human,ZeroGPT,Yes,Human,868
AI,Human,Crossplag,NA,GPT4,266
AI,Human,Crossplag,NA,GPT4,608
AI,Human,GPTZero,NA,GPT3,368
AI,Human,GPTZero,NA,GPT3,619
AI,Human,ZeroGPT,NA,GPT4,714
Human,AI,Crossplag,No,Human,301
AI,Human,HFOpenAI,NA,GPT4,154
AI,Human,GPTZero,NA,GPT3,19
Human,Human,GPTZero,Yes,Human,828
Human,Human,Sapling,Yes,Human,49
Human,Human,HFOpenAI,Yes,Human,798
AI,AI,OriginalityAI,NA,GPT3,641
AI,Human,Sapling,NA,GPT3,461
AI,Human,GPTZero,NA,GPT4,613
Human,Human,Crossplag,Yes,Human,870
Human,Human,Crossplag,Yes,Human,473
AI,Human,GPTZero,NA,GPT4,131
Human,AI,ZeroGPT,No,Human,343
Human,Human,Sapling,No,Human,374
AI,AI,Sapling,NA,GPT3,676
Human,Human,HFOpenAI,Yes,Human,797
AI,AI,OriginalityAI,NA,GPT3,615
AI,Human,HFOpenAI,NA,GPT4,667
Human,Human,Crossplag,Yes,Human,107
AI,Human,OriginalityAI,NA,GPT3,593
Human,Human,ZeroGPT,Yes,Human,765
Human,Human,Crossplag,Yes,Human,347
AI,Human,ZeroGPT,NA,GPT4,286
AI,Human,ZeroGPT,NA,GPT4,244
Human,Human,ZeroGPT,Yes,Human,292
AI,Human,Quil,NA,GPT4,894
Human,Human,Crossplag,Yes,Human,848
AI,Human,Crossplag,NA,GPT4,404
AI,Human,Quil,NA,GPT3,630
AI,AI,HFOpenAI,NA,GPT4,297
AI,AI,OriginalityAI,NA,GPT4,679
AI,AI,Quil,NA,GPT4,153
AI,Human,HFOpenAI,NA,GPT4,380
AI,AI,Sapling,NA,GPT3,629
AI,Human,ZeroGPT,NA,GPT4,509
AI,AI,GPTZero,NA,GPT3,72
AI,Human,GPTZero,NA,GPT4,523
AI,Human,Crossplag,NA,GPT4,511
Human,AI,ZeroGPT,No,Human,75
Human,AI,Quil,No,Human,320
AI,Human,HFOpenAI,NA,GPT4,518
Human,AI,Sapling,Yes,Human,145
Human,Human,Quil,Yes,Human,336
AI,AI,Sapling,NA,GPT3,532
Human,Human,HFOpenAI,No,Human,322
AI,AI,HFOpenAI,NA,GPT3,223
AI,Human,OriginalityAI,NA,GPT4,553
AI,AI,Quil,NA,GPT3,34
AI,AI,OriginalityAI,NA,GPT4,226
AI,AI,Quil,NA,GPT3,385
AI,Human,OriginalityAI,NA,GPT4,279
AI,Human,Quil,NA,GPT4,266
Human,Human,Crossplag,No,Human,418
Human,Human,OriginalityAI,No,Human,277
Human,Human,GPTZero,Yes,Human,916
Human,Human,ZeroGPT,Yes,Human,874
AI,AI,Quil,NA,GPT3,8
AI,AI,HFOpenAI,NA,GPT3,670
Human,Human,HFOpenAI,Yes,Human,804
AI,AI,HFOpenAI,NA,GPT3,903
Human,Human,Quil,Yes,Human,149
Human,AI,Quil,No,Human,374
Human,Human,GPTZero,Yes,Human,886
Human,AI,GPTZero,No,Human,356
AI,Human,Crossplag,NA,GPT4,513
AI,Human,Quil,NA,GPT4,182
AI,Human,ZeroGPT,NA,GPT4,92
AI,Human,Sapling,NA,GPT4,690
AI,Human,Sapling,NA,GPT4,266
Human,Human,HFOpenAI,Yes,Human,769
Human,Human,HFOpenAI,Yes,Human,809
AI,Human,Sapling,NA,GPT3,704
AI,AI,OriginalityAI,NA,GPT4,199
AI,Human,Crossplag,NA,GPT4,614
AI,Human,Crossplag,NA,GPT4,156
AI,AI,OriginalityAI,NA,GPT4,520
Human,AI,Sapling,No,Human,322
AI,AI,Sapling,NA,GPT3,487
Human,Human,HFOpenAI,Yes,Human,175
AI,AI,GPTZero,NA,GPT4,91
AI,AI,Crossplag,NA,GPT4,399
Human,Human,GPTZero,Yes,Human,173
Human,Human,ZeroGPT,Yes,Human,842
AI,Human,Quil,NA,GPT3,23
AI,Human,ZeroGPT,NA,GPT4,609
AI,Human,HFOpenAI,NA,GPT4,598
Human,Human,ZeroGPT,Yes,Human,111
AI,Human,Quil,NA,GPT4,713
Human,Human,Quil,No,Human,910
AI,Human,Quil,NA,GPT4,702
AI,Human,ZeroGPT,NA,GPT4,694
Human,Human,GPTZero,Yes,Human,82
AI,Human,HFOpenAI,NA,GPT4,481
AI,AI,Quil,NA,GPT3,574
Human,Human,Crossplag,Yes,Human,774
AI,Human,OriginalityAI,NA,GPT4,624
Human,Human,HFOpenAI,Yes,Human,847
AI,Human,Quil,NA,GPT4,401
Human,AI,GPTZero,No,Human,242
AI,Human,ZeroGPT,NA,GPT4,287
